title,certificate,duration,genre,rating,stars,votes
The Harder They Fall,R,139,"Action, Drama, Western",6.5,10,61698
The OA,TV-MA,60,"Drama, Fantasy, Mystery",7.8,7,104258
Below Her Mouth,Not Rated,94,"Drama, Romance",5.5,10,12539
Fear Street: Part One - 1994,R,107,"Drama, Horror, Mystery",6.2,10,79648
Birdman or (The Unexpected Virtue of Ignorance),R,119,"Comedy, Drama",7.7,10,626026
Beauty and the Beast,G,84,"Animation, Family, Fantasy",8.0,12,452086
Moonlight,R,111,Drama,7.4,10,305932
Dirilis: Ertugrul,TV-14,120,"Action, Adventure, Drama",7.9,7,36678
National Lampoon's Animal House,R,109,Comedy,7.4,10,121253
Crash Landing on You,TV-14,70,"Adventure, Comedy, Romance",8.7,7,28088
Archive 81,TV-MA,60,"Drama, Horror, Mystery",7.3,7,48309
Trailer Park Boys,TV-MA,30,"Comedy, Crime",8.6,7,43638
Misfits,TV-MA,60,"Comedy, Drama, Fantasy",8.2,7,101181
Ratched,TV-MA,60,"Crime, Drama, History",7.2,7,55875
GLOW,TV-MA,35,"Comedy, Drama, Sport",8.0,7,46464
Skyggen i mit øje,TV-MA,107,"Drama, History, War",7.3,10,10999
Cowboy Bebop,TV-MA,58,"Action, Adventure, Comedy",6.7,7,39424
Shooter,TV-14,60,"Action, Drama",7.5,7,36802
Drifting Home,PG,119,"Animation, Adventure, Drama",6.3,10,725
Keep Breathing,TV-MA,209,"Adventure, Drama, Thriller",5.2,7,10156
The Bubble,R,126,Comedy,4.7,10,23324
Bloodline,TV-MA,60,"Drama, Thriller",7.9,7,52302
Get Smart with Money,TV-PG,93,Documentary,5.6,10,444
Marriage Story,R,137,"Drama, Romance",7.9,10,303984
A Series of Unfortunate Events,TV-PG,50,"Adventure, Comedy, Drama",7.8,7,60640
Hell or High Water,R,102,"Crime, Drama, Thriller",7.6,10,229943
Dark Desire,TV-MA,30,"Drama, Mystery, Thriller",6.5,7,7693
The Human Centipede (First Sequence),R,92,Horror,4.4,10,79417
Ghost,PG-13,127,"Drama, Fantasy, Romance",7.1,10,216532
Army of the Dead,R,148,"Action, Crime, Horror",5.7,10,171262
Lawrence of Arabia,Approved,218,"Adventure, Biography, Drama",8.3,10,292337
The Lost World: Jurassic Park,PG-13,129,"Action, Adventure, Sci-Fi",6.5,10,416716
Cowboy Bebop,TV-14,24,"Animation, Action, Adventure",8.9,7,117843
Ocean's Eight,PG-13,110,"Action, Comedy, Crime",6.3,10,217713
Gods of Egypt,PG-13,127,"Action, Adventure, Fantasy",5.4,10,117441
Barbarians,TV-MA,280,"Action, Adventure, Drama",7.2,7,24243
The Bold Type,TV-14,45,"Comedy, Drama",7.8,7,21044
Atypical,TV-MA,30,"Comedy, Drama",8.3,7,87238
Rosemary's Baby,Approved,137,"Drama, Horror",8.0,10,215114
3rd Rock from the Sun,TV-PG,60,"Comedy, Family, Sci-Fi",7.8,7,52455
Mars Attacks!,PG-13,106,"Comedy, Sci-Fi",6.4,10,227173
Kong: Skull Island,PG-13,118,"Action, Adventure, Fantasy",6.6,10,317486
There's Something About Mary,R,119,"Comedy, Romance",7.1,12,311136
Don't Breathe,R,88,"Crime, Horror, Thriller",7.1,10,272361
Now You See Me,PG-13,115,"Crime, Mystery, Thriller",7.2,10,654721
One Of Us Is Lying,TV-MA,50,"Crime, Drama, Mystery",6.8,7,8906
Monty Python and the Holy Grail,PG,91,"Adventure, Comedy, Fantasy",8.2,12,538546
Batman v Superman: Dawn of Justice,PG-13,152,"Action, Adventure, Sci-Fi",6.4,10,694619
Climax,R,97,"Drama, Horror, Music",6.9,10,67926
Lupin,TV-MA,45,"Action, Crime, Drama",7.5,7,105218
The Old Guard,R,125,"Action, Thriller",6.6,10,162921
The Serpent,TV-MA,458,"Crime, Drama, Thriller",7.6,7,43200
"tick, tick... BOOM!",PG-13,120,"Biography, Drama, Musical",7.5,10,103537
Alice in Borderland,TV-MA,50,"Action, Drama, Mystery",7.6,7,50974
Gilmore Girls: A Year in the Life,TV-14,370,"Comedy, Drama",7.6,7,38451
Carter,TV-MA,132,"Action, Thriller",5.1,10,7595
The Babysitter,TV-MA,85,"Comedy, Horror",6.3,10,92479
Outlaw King,R,121,"Action, Biography, Drama",6.9,10,71960
Despicable Me 2,PG,98,"Animation, Adventure, Comedy",7.3,12,399084
Good Witch,TV-PG,48,"Comedy, Drama, Fantasy",7.3,7,10753
Extraction,R,116,"Action, Thriller",6.7,10,200239
Cleveland Abduction,TV-14,88,"Biography, Crime, Drama",6.6,10,7425
Army of Thieves,TV-MA,127,"Action, Comedy, Crime",6.4,10,75902
Selling the OC,TV-MA,30,Reality-TV,5.5,7,767
Dawson's Creek,TV-14,60,"Drama, Romance",6.8,7,41567
12 Strong,R,130,"Action, Drama, History",6.5,10,81719
Lone Survivor,R,121,"Action, Biography, Drama",7.5,10,287213
Into the Night,TV-MA,35,"Drama, Sci-Fi, Thriller",7.1,7,32118
Inside Job,TV-MA,30,"Animation, Comedy, Fantasy",7.6,7,17662
Chef's Table: Pizza,TV-MA,45,Documentary,7.4,7,289
Bird Box,R,124,"Horror, Mystery, Sci-Fi",6.6,10,336633
The Fresh Prince of Bel-Air,TV-PG,22,Comedy,7.9,7,134185
Through My Window,TV-MA,116,"Comedy, Drama, Romance",5.4,10,10198
The Holiday,PG-13,136,"Comedy, Romance",6.9,10,284199
Moonrise Kingdom,PG-13,94,"Comedy, Drama, Romance",7.8,10,348507
He's All That,TV-14,88,"Comedy, Romance",4.4,10,24843
Superwog,TV-MA,30,Comedy,7.4,7,986
Breakfast at Tiffany's,Approved,115,"Comedy, Drama, Romance",7.6,10,180040
The Girl in the Spider's Web,R,115,"Action, Crime, Drama",6.1,10,47930
The Karate Kid,PG,140,"Action, Drama, Family",6.2,10,183166
Shot Caller,R,121,"Crime, Drama, Thriller",7.3,10,86482
The Missing,TV-14,60,"Crime, Drama, Mystery",8.2,7,26870
Moneyball,PG-13,133,"Biography, Drama, Sport",7.6,10,420330
Clusterf**k: Woodstock '99,TV-MA,142,"Documentary, History, Music",7.4,7,13986
Stay Close,TV-MA,375,"Crime, Drama, Mystery",6.9,7,31279
Furious 7,PG-13,137,"Action, Crime, Thriller",7.1,10,388751
Top Gear,TV-PG,60,"Adventure, Comedy, Reality-TV",8.7,7,118264
Lou,R,107,"Action, Crime, Drama",5.9,10,880
Lost Ollie,TV-PG,45,"Animation, Adventure, Drama",7.8,7,1071
Fatal Attraction,R,119,"Drama, Thriller",6.9,10,86764
Untold: The Girlfriend Who Didn't Exist,TV-MA,124,"Documentary, Biography, Sport",7.2,10,4962
The Lincoln Lawyer,R,118,"Crime, Drama, Mystery",7.3,10,238378
Mighty Morphin Power Rangers,TV-Y7,30,"Action, Adventure, Family",6.5,7,22310
Life of Brian,R,94,Comedy,8.0,10,397955
Love Is Blind,TV-MA,48,"Game-Show, Reality-TV, Romance",6.1,7,8099
The Pentaverate,TV-MA,160,Comedy,6.1,7,9498
Doom,R,105,"Action, Horror, Sci-Fi",5.2,10,113934
Pan,PG,111,"Action, Adventure, Comedy",5.7,10,64414
Crazy Ex-Girlfriend,TV-14,42,"Comedy, Musical",7.8,7,20397
A Walk to Remember,PG,101,"Drama, Romance",7.3,10,211211
When Calls the Heart,TV-G,43,"Drama, History, Romance",7.9,7,13133
Space Force,TV-MA,30,Comedy,6.7,7,64540
The Shannara Chronicles,TV-14,42,"Adventure, Drama, Fantasy",7.1,7,60428
Lucy,R,89,"Action, Sci-Fi, Thriller",6.4,10,493047
Midnight in Paris,PG-13,94,"Comedy, Fantasy, Romance",7.7,10,422213
Contagion,PG-13,106,"Drama, Thriller",6.8,10,303276
Project X,R,88,Comedy,6.6,10,210083
Cars 3,G,102,"Animation, Adventure, Comedy",6.7,10,99256
The Alienist,TV-MA,60,"Crime, Drama, Mystery",7.7,7,54039
Pokémon,TV-Y7,24,"Animation, Action, Adventure",7.5,7,42922
Wentworth,TV-MA,45,"Crime, Drama, Thriller",8.6,7,22295
Knocked Up,R,129,"Comedy, Romance",6.9,10,369484
I Think You Should Leave with Tim Robinson,TV-MA,16,Comedy,7.9,7,12743
Ivy & Bean,TV-G,56,"Action, Comedy, Family",5.9,10,176
Robin Hood,PG-13,116,"Action, Adventure, Drama",5.3,10,73741
Return to Sender,Not Rated,92,"Drama, Thriller",5.1,10,13648
Kingdom,TV-MA,45,"Action, Drama, Horror",8.3,7,45888
Windfall,R,92,"Crime, Drama, Thriller",5.7,10,22612
Hell on Wheels,TV-14,42,"Drama, Western",8.3,7,52166
Henry Danger,TV-G,30,"Action, Comedy, Family",5.6,7,5633
Love and Monsters,PG-13,109,"Action, Adventure, Comedy",6.9,10,126227
Disenchantment,TV-MA,30,"Animation, Action, Adventure",7.2,7,61178
Princess Mononoke,PG-13,134,"Animation, Action, Adventure",8.4,10,390689
The Legend of Korra,TV-PG,23,"Animation, Action, Adventure",8.4,7,120855
The Call,TV-MA,112,"Crime, Horror, Mystery",7.1,10,32424
Atomic Blonde,R,115,"Action, Thriller",6.7,10,193383
Fear Street: Part Two - 1978,R,109,"Drama, Horror, Mystery",6.7,10,62722
The Expendables 2,R,103,"Action, Adventure, Thriller",6.6,10,307174
The Ritual,TV-MA,94,"Horror, Mystery, Thriller",6.3,10,99253
When They See Us,TV-MA,296,"Biography, Crime, Drama",8.9,7,119339
Sicario: Day of the Soldado,R,122,"Action, Adventure, Crime",7.1,10,147136
The Real Housewives of Beverly Hills,TV-14,44,Reality-TV,5.2,7,6393
The Emperor's New Groove,G,78,"Animation, Adventure, Comedy",7.4,10,203092
The Hitman's Bodyguard,R,118,"Action, Comedy, Crime",6.9,10,230164
Monster Hunter,PG-13,103,"Action, Adventure, Fantasy",5.2,10,58347
Between,TV-14,60,"Drama, Mystery, Sci-Fi",5.9,7,9252
The Amazing World of Gumball,TV-Y7-FV,11,"Animation, Short, Adventure",8.3,7,31652
Geostorm,PG-13,109,"Action, Sci-Fi, Thriller",5.3,10,108072
Metal Lords,R,97,"Comedy, Music",6.7,10,26266
Robin Hood: Prince of Thieves,PG-13,143,"Action, Adventure, Drama",6.9,10,193725
Darlings,TV-14,133,"Comedy, Drama, Thriller",6.6,10,16317
Steven Universe,TV-PG,11,"Animation, Action, Adventure",8.2,7,33505
Hairspray,PG,117,"Comedy, Drama, Musical",6.7,10,130694
Escape Room,PG-13,99,"Action, Adventure, Horror",6.4,10,121675
"Extremely Wicked, Shockingly Evil and Vile",R,110,"Biography, Crime, Drama",6.7,10,93449
Into the Badlands,TV-14,42,"Action, Adventure, Drama",7.9,7,46547
Spartacus: Gods of the Arena,TV-MA,331,"Action, Adventure, Biography",8.5,7,137339
Newness,Unrated,117,"Drama, Romance",6.3,10,16901
Santa Clarita Diet,TV-MA,30,"Comedy, Horror",7.8,7,67529
Things Heard & Seen,TV-MA,121,"Drama, Horror, Mystery",5.3,12,31421
Timeless,TV-14,60,"Action, Adventure, Drama",7.6,7,42921
Girl in the Picture,TV-MA,101,"Documentary, Crime, Mystery",7.2,10,16008
Hush,R,82,"Horror, Thriller",6.6,10,132650
Neon Genesis Evangelion,TV-MA,24,"Animation, Action, Drama",8.5,7,68559
Waterworld,PG-13,177,"Action, Adventure, Sci-Fi",6.2,10,196460
The Cuphead Show!,TV-Y7,12,"Animation, Short, Action",7.4,7,7414
A Perfect Pairing,TV-14,101,"Comedy, Romance",6.1,10,11632
Kill Bill: Vol. 2,R,137,"Action, Crime, Thriller",8.0,10,749653
Rampage,PG-13,107,"Action, Adventure, Sci-Fi",6.1,10,167170
Contact,PG,150,"Drama, Mystery, Sci-Fi",7.5,10,274308
The Woman in the Window,R,100,"Crime, Drama, Mystery",5.7,10,74469
Copshop,R,107,"Action, Thriller",6.2,10,30767
In the Heart of the Sea,PG-13,122,"Action, Adventure, Biography",6.9,10,139010
The Starling,PG-13,102,"Comedy, Drama",6.3,10,13097
Between Two Ferns: The Movie,TV-MA,82,Comedy,6.1,10,32734
Aftermath,TV-MA,114,"Drama, Horror, Mystery",5.3,10,16046
White House Down,PG-13,131,"Action, Drama, Thriller",6.3,10,221953
The Dirt,TV-MA,107,"Biography, Comedy, Drama",6.9,10,49568
The Post,PG-13,116,"Biography, Drama, History",7.2,10,150823
Luke Cage,TV-MA,55,"Action, Crime, Drama",7.3,7,130409
Vincenzo,Not Rated,80,"Action, Comedy, Crime",8.4,7,17647
Pera Palas'ta Gece Yarisi,TV-14,45,"Drama, History, Mystery",7.1,7,7982
I Care a Lot,R,118,"Comedy, Crime, Drama",6.3,10,131838
To Kill a Mockingbird,Approved,129,"Crime, Drama",8.3,10,315380
Unbreakable Kimmy Schmidt,TV-14,30,Comedy,7.6,7,72009
Munich: The Edge of War,PG-13,130,"Biography, Drama, History",6.8,10,29870
Kim's Convenience,TV-14,22,Comedy,8.2,7,18672
The Chestnut Man,TV-MA,50,"Crime, Drama, Mystery",7.7,7,44386
Security,R,88,"Action, Crime, Thriller",5.7,10,19286
Lilo & Stitch,PG,85,"Animation, Adventure, Comedy",7.3,12,190010
Perfect Blue,R,81,"Animation, Crime, Drama",8.0,10,75641
The Boondocks,TV-MA,22,"Animation, Action, Comedy",8.5,7,30847
The Firm,R,154,"Drama, Mystery, Thriller",6.8,10,135029
Another Self,TV-MA,50,"Drama, Romance",6.3,7,3124
Mob Psycho 100,TV-14,24,"Animation, Action, Comedy",8.6,7,30081
The Invisible Guest,TV-MA,106,"Crime, Drama, Mystery",8.0,10,174610
Glitch,TV-MA,45,"Drama, Horror, Sci-Fi",7.2,7,18276
Night Teeth,TV-14,107,"Action, Crime, Drama",5.6,10,18285
Jurassic Park III,PG-13,92,"Action, Adventure, Sci-Fi",5.9,10,321937
Bad Teacher,R,92,"Comedy, Romance",5.6,10,203437
The Snowman,R,119,"Crime, Drama, Thriller",5.1,10,64629
Fuller House,TV-G,30,"Comedy, Family",6.7,7,27643
The Kissing Booth,TV-14,105,"Comedy, Romance",5.9,10,83980
No One Gets Out Alive,R,87,"Drama, Horror, Mystery",5.3,10,15996
Ludik,TV-MA,60,"Crime, Drama",5.4,7,412
Conan the Barbarian,R,113,"Action, Adventure, Fantasy",5.1,10,99364
The Weekend Away,TV-14,89,"Crime, Drama, Mystery",5.6,10,23932
1922,TV-MA,102,"Crime, Drama, Horror",6.2,10,63582
A Jazzman's Blues,R,127,Drama,6.0,10,189
Ash vs Evil Dead,TV-MA,30,"Action, Comedy, Fantasy",8.4,7,73097
The Fate of the Furious,PG-13,136,"Action, Crime, Thriller",6.6,10,231142
Kingdom,TV-MA,43,"Drama, Sport",8.5,7,18196
Versailles,TV-MA,52,"Biography, Drama, History",7.9,7,16726
Code Geass,TV-14,24,"Animation, Action, Drama",8.7,7,67510
My Neighbor Totoro,G,86,"Animation, Comedy, Family",8.1,10,335557
Green Room,R,95,"Crime, Drama, Horror",7.0,10,123286
The Last Dance,TV-MA,491,"Documentary, Biography, History",9.1,7,119768
Serendipity,PG-13,90,"Comedy, Romance",6.8,10,113554
Blue Mountain State,TV-MA,22,"Comedy, Sport",8.3,7,53845
Black Summer,TV-MA,40,"Action, Drama, Horror",6.5,7,29824
127 Hours,R,94,"Biography, Drama",7.6,10,375723
The Founder,PG-13,115,"Biography, Drama",7.2,10,150116
Black Crab,TV-MA,114,"Action, Adventure, Drama",5.6,10,20283
12 Monkeys,TV-14,42,"Adventure, Drama, Mystery",7.7,7,44864
Murder Mystery,PG-13,97,"Action, Comedy, Crime",6.0,10,127206
Dota: Dragon's Blood,TV-MA,25,"Animation, Action, Adventure",7.8,7,19110
The Defenders,TV-MA,50,"Action, Adventure, Crime",7.2,7,106814
Manhunt,TV-14,60,"Biography, Crime, Drama",8.1,7,59078
Hunt for the Wilderpeople,PG-13,101,"Adventure, Comedy, Drama",7.8,10,130345
What Happened to Monday,TV-MA,123,"Action, Crime, Fantasy",6.8,10,122876
Kate,R,106,"Action, Adventure, Crime",6.2,10,61030
The Client,PG-13,119,"Crime, Drama, Mystery",6.7,10,66825
As Good as It Gets,PG-13,139,"Comedy, Drama, Romance",7.7,10,298034
Below Deck,TV-14,43,Reality-TV,7.4,7,3541
The Mitchells vs the Machines,PG,114,"Animation, Adventure, Comedy",7.6,12,106685
300: Rise of an Empire,R,102,"Action, Drama",6.2,10,300895
Against the Ice,TV-MA,102,"Adventure, Drama, History",6.5,10,21943
Maniac,TV-MA,386,"Comedy, Drama, Sci-Fi",7.7,7,78151
Clark,TV-MA,362,"Action, Comedy, Crime",7.4,7,9365
The A-Team,PG-13,117,"Action, Adventure, Thriller",6.7,10,258955
The Danish Girl,R,119,"Biography, Drama, Romance",7.1,10,185277
Deliver Us from Evil,R,118,"Action, Adventure, Crime",6.2,10,77685
Escape Room: Tournament of Champions,PG-13,88,"Action, Adventure, Horror",5.7,10,44400
Jeepers Creepers III,Not Rated,100,Horror,3.9,10,22397
The Order,TV-MA,60,"Drama, Fantasy, Horror",6.7,7,28610
Intrusion,TV-14,92,"Drama, Thriller",5.2,10,17071
Who Killed Sara?,TV-MA,40,"Crime, Drama, Mystery",6.4,7,14316
Fractured,TV-MA,99,Thriller,6.4,10,74728
The Secret Life of Pets,PG,87,"Animation, Adventure, Comedy",6.5,10,201790
Jurassic World: Camp Cretaceous,TV-PG,24,"Animation, Action, Adventure",7.5,7,8774
Brazen,TV-14,94,"Crime, Drama, Mystery",4.1,10,12120
Love,TV-MA,50,"Comedy, Drama, Romance",7.7,7,42755
Spartacus,PG-13,197,"Adventure, Biography, Drama",7.9,10,134933
Under the Dome,TV-14,43,"Drama, Mystery, Sci-Fi",6.5,7,106485
Rebecca,PG-13,123,"Drama, Mystery, Romance",6.0,10,41997
Fantasy Island,PG-13,109,"Fantasy, Horror, Mystery",4.9,10,52319
Utopia,TV-MA,50,"Drama, Mystery, Sci-Fi",8.4,7,46783
The Bad Batch,R,118,"Action, Horror, Mystery",5.2,10,31725
Marco Polo,TV-MA,60,"Action, Adventure, Drama",8.0,7,72672
Locke,R,85,Drama,7.1,10,150008
Below Zero,TV-MA,106,"Action, Adventure, Crime",6.2,10,19509
Insatiable,TV-MA,45,"Comedy, Drama, Thriller",6.5,7,28595
First Kill,TV-MA,60,"Drama, Horror, Mystery",6.4,7,25843
The Festival of Troubadours,TV-14,102,Drama,5.9,10,1733
Family Secrets,TV-MA,50,"Comedy, Drama, Romance",5.9,7,333
Awakenings,PG-13,121,"Biography, Drama",7.8,10,141037
Fullmetal Alchemist: The Revenge of Scar,TV-14,125,"Action, Adventure, Fantasy",5.3,10,1238
The Kominsky Method,TV-MA,30,"Comedy, Drama",8.2,7,39741
I Am a Killer,TV-MA,52,"Documentary, Crime",7.4,7,4287
The Trial of the Chicago 7,R,129,"Drama, History, Thriller",7.7,10,175568
Slasher,Not Rated,60,"Crime, Drama, Horror",6.7,7,14543
Ragnarok,TV-MA,45,"Action, Drama, Fantasy",7.5,7,37517
Triple Frontier,R,125,"Action, Thriller",6.4,10,128044
Lord of War,R,122,"Crime, Drama",7.6,10,316908
Planet of the Apes,G,112,"Adventure, Sci-Fi",8.0,10,179986
The Society,TV-MA,58,"Drama, Mystery, Sci-Fi",7.1,7,29809
Noah,PG-13,138,"Action, Adventure, Drama",5.8,10,255168
Hachi: A Dog's Tale,G,93,"Biography, Drama, Family",8.1,10,283263
Frontier,TV-MA,60,"Adventure, Drama, History",7.1,7,21360
Gunpowder Milkshake,R,114,"Action, Crime, Thriller",6.0,10,43839
Athena,R,99,"Action, Drama, Thriller",7.0,10,579
The Office Blind Date,TV-14,60,"Comedy, Drama, Romance",8.1,7,9892
Ender's Game,PG-13,114,"Action, Adventure, Sci-Fi",6.6,10,240470
God's Favorite Idiot,TV-MA,30,"Comedy, Fantasy",5.7,7,5384
Choose or Die,MA-17,84,"Drama, Horror, Thriller",4.7,10,20030
Moesha,TV-PG,30,"Comedy, Drama, Family",5.8,7,3798
Dirty John,TV-14,44,"Crime, Drama",7.2,7,21809
Unorthodox,TV-MA,53,Drama,8.0,7,78975
Indian Predator: The Butcher of Delhi,TV-MA,125,"Documentary, Crime, History",6.0,7,2058
Rango,PG,107,"Animation, Action, Adventure",7.2,10,264146
To All the Boys I've Loved Before,TV-14,99,"Comedy, Drama, Romance",7.0,10,107043
Hannah Montana,TV-G,23,"Comedy, Family, Music",5.2,7,40470
His House,TV-14,93,"Drama, Horror, Thriller",6.5,10,41196
You're Next,R,95,"Horror, Thriller",6.5,10,99371
Seoul Vibe,TV-MA,138,"Action, Comedy, Crime",5.5,10,1224
Spy Kids,PG,88,"Action, Adventure, Comedy",5.6,10,117739
I Am Not Okay with This,TV-MA,30,"Comedy, Drama, Fantasy",7.5,7,60738
Young Royals,TV-MA,50,"Drama, Romance",8.3,7,30076
Flashdance,R,95,"Drama, Music, Romance",6.2,10,53738
Eurovision Song Contest: The Story of Fire Saga,PG-13,123,"Comedy, Musical",6.5,10,93701
Gangubai Kathiawadi,TV-MA,152,"Biography, Crime, Drama",7.0,10,54207
Brand New Cherry Flavor,TV-MA,342,"Drama, Horror, Mystery",7.1,7,15476
Impractical Jokers,TV-14,30,"Comedy, Reality-TV",8.6,7,40287
Haikyu!!,TV-14,24,"Animation, Comedy, Drama",8.7,7,24721
It's Okay to Not Be Okay,TV-MA,80,"Comedy, Drama, Romance",8.6,7,23471
There's Someone Inside Your House,TV-MA,96,"Horror, Mystery, Thriller",4.8,10,16059
Sweet Home,TV-MA,52,"Drama, Fantasy, Horror",7.3,7,21055
The Dictator,R,83,Comedy,6.4,10,305686
Peppa Pig,TV-Y,9,"Animation, Adventure, Comedy",6.3,7,5171
Love Hard,TV-MA,104,"Comedy, Romance",6.3,10,50967
Hometown Cha-Cha-Cha,TV-14,70,"Comedy, Romance",8.4,7,12059
The Tourist,PG-13,103,"Action, Thriller",6.0,10,243244
Teen Titans Go!,TV-PG,10,"Animation, Short, Action",5.4,7,21432
Set It Up,TV-14,105,"Comedy, Romance",6.5,10,53464
Happy!,TV-MA,60,"Action, Comedy, Crime",8.1,7,38841
Home Team,PG,95,"Comedy, Sport",6.0,12,18459
H2O: Just Add Water,TV-PG,23,"Drama, Family, Fantasy",7.2,7,15477
Bill & Ted Face the Music,PG-13,91,"Adventure, Comedy, Music",5.9,10,46881
Untitled Kanye West Documentary,Not Rated,93,"Documentary, Music",8.6,12,1041
Scream: The TV Series,TV-14,45,"Comedy, Crime, Drama",7.1,7,41077
Z Nation,TV-14,44,"Action, Comedy, Drama",6.7,7,36710
Escape Plan,R,115,"Action, Thriller",6.7,10,242838
Hellbound,TV-MA,150,"Crime, Drama, Fantasy",6.6,7,23866
Mank,R,131,"Biography, Comedy, Drama",6.8,10,74186
Sacred Games,TV-MA,50,"Action, Crime, Drama",8.5,7,87403
In the Shadow of the Moon,TV-MA,115,"Action, Crime, Mystery",6.2,10,53157
Are You Afraid of the Dark?,TV-PG,30,"Drama, Fantasy, Horror",8.2,7,15062
News of the World,PG-13,118,"Action, Adventure, Drama",6.8,10,86396
The Meyerowitz Stories,TV-MA,112,"Comedy, Drama",6.9,10,49217
The Windsors,TV-MA,30,Comedy,7.1,7,2783
Hemlock Grove,TV-MA,46,"Drama, Fantasy, Horror",7.0,7,40283
The Mauritanian,R,129,"Biography, Drama, Thriller",7.4,10,51115
Royalteen,TV-MA,107,"Drama, Romance",5.3,12,1566
Kota Factory,TV-14,45,"Comedy, Drama",9.1,7,71138
Honest Thief,PG-13,99,"Action, Thriller",6.0,10,50172
How It Ends,TV-MA,113,"Action, Drama, Mystery",5.0,10,53299
Triple 9,R,115,"Action, Crime, Thriller",6.3,10,72474
Too Hot to Handle,TV-MA,40,"Game-Show, Reality-TV, Romance",4.7,7,12484
My Name,TV-MA,50,"Action, Crime, Drama",7.8,7,20967
Parallel Mothers,R,123,Drama,7.1,10,28112
Clickbait,TV-MA,368,"Crime, Drama, Mystery",7.2,7,52589
The Little Mermaid,PG,85,"Adventure, Drama, Fantasy",4.2,12,9050
The Innocent,TV-MA,467,"Crime, Drama, Mystery",7.8,7,30505
Till Death,R,88,Thriller,5.8,10,21221
Criminal: UK,TV-MA,43,"Crime, Drama, Mystery",7.6,7,18693
Master of None,TV-MA,30,"Comedy, Drama",8.2,7,73214
Knightfall,TV-14,60,"Action, Adventure, Drama",6.8,7,20356
The Babysitter: Killer Queen,TV-MA,101,"Comedy, Horror",5.8,10,39725
Easy,TV-MA,30,Comedy,6.9,7,13814
Party of Five,TV-PG,60,"Drama, Family",6.8,7,10431
Living with Yourself,TV-MA,26,"Comedy, Drama, Sci-Fi",7.2,7,31253
The Last Letter from Your Lover,TV-MA,110,"Drama, Romance",6.7,10,17875
Jupiter's Legacy,TV-MA,56,"Action, Adventure, Drama",6.7,7,38387
Tokyo Revengers,TV-14,24,"Animation, Action, Drama",8.1,7,15752
Sword Art Online,TV-14,24,"Animation, Action, Adventure",7.6,7,45397
Okja,TV-MA,120,"Action, Adventure, Drama",7.3,10,121183
Another Life,TV-MA,43,"Adventure, Drama, Mystery",5.2,7,35855
The Musketeers,TV-14,55,"Adventure, Drama",7.8,7,22376
MILF,TV-MA,101,Comedy,4.8,10,6369
Steins;Gate,TV-14,24,"Animation, Comedy, Drama",8.8,7,61150
Roma,R,135,Drama,7.7,10,157396
The Thundermans,TV-G,23,"Action, Comedy, Drama",5.6,7,5668
Homefront,R,100,"Action, Crime, Thriller",6.5,10,120729
The Politician,TV-14,42,"Comedy, Drama",7.5,7,22532
The Guernsey Literary and Potato Peel Pie Society,TV-14,124,"Drama, Romance, War",7.3,10,46544
Cosmos: A Spacetime Odyssey,TV-PG,557,Documentary,9.3,7,121400
The Hand of God,R,130,Drama,7.3,10,41588
The Dig,PG-13,112,"Biography, Drama, History",7.1,10,74270
The Ten Commandments,G,220,"Adventure, Drama, Family",7.9,10,71119
Hotel Mumbai,R,123,"Action, Drama, History",7.6,10,63979
Southpaw,R,124,"Action, Crime, Drama",7.3,10,236533
