title,certificate,duration,genre,rating,stars,votes
Space Force,TV-MA,34,Comedy,7.1,10,1878
Space Force,TV-MA,26,Comedy,6.9,10,1819
Space Force,TV-MA,32,Comedy,6.9,10,1783
Space Force,TV-MA,35,Comedy,7.6,10,1856
Space Force,TV-MA,36,Comedy,7.1,10,1810
The Sandman,TV-MA,54,"Drama, Fantasy, Horror",8.0,10,7718
The Sandman,TV-MA,37,"Drama, Fantasy, Horror",7.7,10,6551
The Sandman,TV-MA,44,"Drama, Fantasy, Horror",8.5,10,6916
The Sandman,TV-MA,52,"Drama, Fantasy, Horror",8.4,10,8068
The Sandman,TV-MA,53,"Drama, Fantasy, Horror",9.2,10,9564
The Sandman,TV-MA,50,"Drama, Fantasy, Horror",7.2,10,4892
The Sandman,TV-MA,46,"Drama, Fantasy, Horror",7.7,12,5089
Midnight Mass,TV-MA,59,"Drama, Fantasy, Horror",7.3,10,3841
Midnight Mass,TV-MA,63,"Drama, Fantasy, Horror",7.7,10,3523
Midnight Mass,TV-MA,65,"Drama, Fantasy, Horror",8.1,10,3469
Midnight Mass,TV-MA,70,"Drama, Fantasy, Horror",8.0,10,3279
Midnight Mass,TV-MA,62,"Drama, Fantasy, Horror",8.6,10,3794
Midnight Mass,TV-MA,67,"Drama, Fantasy, Horror",8.6,10,3414
Midnight Mass,TV-MA,64,"Drama, Fantasy, Horror",8.0,10,3518
Grand Army,TV-MA,53,Drama,7.2,10,143
BattleBots,TV-PG,83,"Action, Game-Show, Reality-TV",8.1,10,18
Good Girls,TV-14,42,"Comedy, Crime, Drama",7.9,10,543
JoJo's Bizarre Adventure,TV-MA,25,"Animation, Action, Adventure",8.9,7,1023
Blood & Water,TV-MA,43,"Drama, Mystery",7.0,10,120
Grand Army,TV-MA,51,Drama,7.2,10,160
Grand Army,TV-MA,46,Drama,7.2,10,139
Grand Army,TV-MA,50,Drama,7.1,10,132
JoJo's Bizarre Adventure,TV-MA,25,"Animation, Action, Adventure",8.8,7,1046
Elite,TV-MA,49,"Crime, Drama, Thriller",7.9,10,1162
Elite,TV-MA,47,"Crime, Drama, Thriller",7.8,10,1133
Elite,TV-MA,52,"Crime, Drama, Thriller",8.1,10,1176
Elite,TV-MA,51,"Crime, Drama, Thriller",8.4,10,1200
BattleBots,TV-PG,83,"Action, Game-Show, Reality-TV",8.4,10,20
Jupiter's Legacy,TV-MA,35,"Action, Adventure, Drama",7.0,10,1446
Russian Doll,TV-MA,32,"Comedy, Drama, Mystery",7.3,10,1200
3Below: Tales of Arcadia,TV-Y7,22,"Animation, Action, Adventure",7.8,10,165
3Below: Tales of Arcadia,TV-Y7,22,"Animation, Action, Adventure",7.4,10,160
3Below: Tales of Arcadia,TV-Y7,22,"Animation, Action, Adventure",7.4,10,161
3Below: Tales of Arcadia,TV-Y7,22,"Animation, Action, Adventure",7.6,12,163
3Below: Tales of Arcadia,TV-Y7,22,"Animation, Action, Adventure",7.0,10,159
3Below: Tales of Arcadia,TV-Y7,22,"Animation, Action, Adventure",7.8,10,171
3Below: Tales of Arcadia,TV-Y7,22,"Animation, Action, Adventure",7.0,10,158
3Below: Tales of Arcadia,TV-Y7,23,"Animation, Action, Adventure",8.1,12,162
3Below: Tales of Arcadia,TV-Y7,22,"Animation, Action, Adventure",8.4,10,168
3Below: Tales of Arcadia,TV-Y7,22,"Animation, Action, Adventure",8.4,10,162
3Below: Tales of Arcadia,TV-Y7,22,"Animation, Action, Adventure",8.4,12,177
The Umbrella Academy,TV-14,49,"Action, Adventure, Comedy",8.1,10,3724
The Umbrella Academy,TV-14,48,"Action, Adventure, Comedy",8.1,10,3698
BattleBots,TV-PG,83,"Action, Game-Show, Reality-TV",8.4,10,19
Jupiter's Legacy,TV-MA,44,"Action, Adventure, Drama",7.1,10,1353
Jupiter's Legacy,TV-MA,48,"Action, Adventure, Drama",6.8,10,1285
DC's Legends of Tomorrow,TV-14,42,"Action, Adventure, Drama",8.1,10,1130
DC's Legends of Tomorrow,TV-14,42,"Action, Adventure, Drama",8.8,10,1383
Rick and Morty,TV-14,22,"Animation, Adventure, Comedy",8.2,12,11958
Rick and Morty,TV-14,22,"Animation, Adventure, Comedy",8.3,12,11645
Rick and Morty,TV-14,22,"Animation, Adventure, Comedy",7.3,12,11685
Rick and Morty,TV-14,22,"Animation, Adventure, Comedy",8.8,12,11197
Rick and Morty,TV-14,21,"Animation, Adventure, Comedy",8.0,12,10648
Rick and Morty,TV-14,21,"Animation, Adventure, Comedy",8.0,12,8829
Rick and Morty,TV-14,22,"Animation, Adventure, Comedy",9.4,12,13531
Rick and Morty,TV-14,22,"Animation, Adventure, Comedy",7.7,12,8390
Rick and Morty,TV-14,22,"Animation, Adventure, Comedy",9.1,12,9861
Luna Nera,TV-MA,43,"Drama, Fantasy, Thriller",6.1,10,141
Luna Nera,TV-MA,43,"Drama, Fantasy, Thriller",5.8,10,134
Luna Nera,TV-MA,56,"Drama, Fantasy, Thriller",6.3,10,150
Elite,TV-MA,50,"Crime, Drama, Thriller",8.1,10,1142
Elite,TV-MA,46,"Crime, Drama, Thriller",8.3,10,1157
Typewriter,TV-MA,48,"Horror, Mystery, Thriller",7.4,10,130
Riverdale,TV-14,42,"Crime, Drama, Mystery",7.4,10,1018
The Last Kingdom,TV-MA,54,"Action, Drama, History",8.9,10,2679
Star Trek: Discovery,TV-MA,53,"Action, Adventure, Drama",7.1,10,3568
Star Trek: Discovery,TV-PG,55,"Action, Adventure, Drama",7.3,10,3190
Star Trek: Discovery,TV-MA,55,"Action, Adventure, Drama",6.3,10,4032
Super Monsters,TV-Y,23,"Animation, Adventure, Comedy",6.0,1,41
Formula 1: Drive to Survive,TV-MA,33,"Documentary, Sport",7.6,7,797
The Worst Witch,TV-Y7,30,"Family, Fantasy",8.0,10,43
BattleBots,TV-PG,83,"Action, Game-Show, Reality-TV",8.2,10,19
Peaky Blinders,TV-MA,58,"Crime, Drama",8.8,10,10115
Sugar Rush,TV-PG,47,"Game-Show, Reality-TV",7.2,7,37
Sugar Rush,TV-PG,50,"Game-Show, Reality-TV",7.8,7,30
Sugar Rush,TV-PG,50,"Game-Show, Reality-TV",7.4,7,27
Sugar Rush,TV-PG,49,"Game-Show, Reality-TV",7.8,7,25
Sugar Rush,TV-PG,50,"Game-Show, Reality-TV",6.0,7,27
Sugar Rush,TV-PG,47,"Game-Show, Reality-TV",7.4,7,25
F Is for Family,TV-MA,28,"Animation, Comedy, Drama",7.7,12,416
F Is for Family,TV-MA,28,"Animation, Comedy, Drama",7.8,12,390
F Is for Family,TV-MA,29,"Animation, Comedy, Drama",8.1,12,394
F Is for Family,TV-MA,28,"Animation, Comedy, Drama",7.6,12,379
F Is for Family,TV-MA,28,"Animation, Comedy, Drama",8.1,12,388
F Is for Family,TV-MA,27,"Animation, Comedy, Drama",7.5,12,453
F Is for Family,TV-MA,28,"Animation, Comedy, Drama",8.1,12,385
F Is for Family,TV-MA,29,"Animation, Comedy, Drama",7.9,12,371
F Is for Family,TV-MA,29,"Animation, Comedy, Drama",8.5,12,455
Zombieland Saga,TV-14,24,"Animation, Comedy, Fantasy",8.4,7,68
Top Gear,TV-PG,52,"Adventure, Comedy, Reality-TV",9.0,10,852
Black Lightning,TV-14,42,"Action, Drama, Sci-Fi",6.7,10,428
BattleBots,TV-PG,83,"Action, Game-Show, Reality-TV",7.9,10,16
The Movies That Made Us,TV-PG,51,"Documentary, Family, History",7.8,10,715
The Movies That Made Us,TV-PG,45,"Documentary, Family, History",8.1,10,861
The Movies That Made Us,TV-PG,47,"Documentary, Family, History",7.9,10,744
The Movies That Made Us,TV-PG,46,"Documentary, Family, History",8.0,10,742
Trinkets,TV-MA,24,"Comedy, Crime, Drama",7.3,10,152
Feel Good,TV-MA,24,"Comedy, Drama, Romance",7.0,10,381
Feel Good,TV-MA,23,"Comedy, Drama, Romance",7.2,10,318
Feel Good,TV-MA,23,"Comedy, Drama, Romance",7.6,10,309
Feel Good,TV-MA,23,"Comedy, Drama, Romance",7.6,10,288
Trinkets,TV-MA,27,"Comedy, Crime, Drama",7.6,10,144
Trinkets,TV-MA,26,"Comedy, Crime, Drama",7.5,10,139
Trinkets,TV-MA,27,"Comedy, Crime, Drama",7.9,10,154
Trinkets,TV-MA,27,"Comedy, Crime, Drama",7.7,10,142
Trinkets,TV-MA,27,"Comedy, Crime, Drama",7.8,10,144
Trinkets,TV-MA,30,"Comedy, Crime, Drama",7.6,10,137
Trinkets,TV-MA,30,"Comedy, Crime, Drama",7.6,10,134
Trinkets,TV-MA,27,"Comedy, Crime, Drama",8.5,10,177
Trinkets,TV-MA,24,"Comedy, Crime, Drama",8.0,10,138
Feel Good,TV-MA,24,"Comedy, Drama, Romance",7.8,10,299
Feel Good,TV-MA,24,"Comedy, Drama, Romance",7.8,10,299
Anne with an E,TV-PG,44,"Drama, Family",8.8,10,1630
She-Ra and the Princesses of Power,TV-Y7,24,"Animation, Action, Adventure",7.9,10,1010
She-Ra and the Princesses of Power,TV-Y7,24,"Animation, Action, Adventure",8.2,10,1041
She-Ra and the Princesses of Power,TV-Y7,24,"Animation, Action, Adventure",8.3,12,1040
She-Ra and the Princesses of Power,TV-Y7,24,"Animation, Action, Adventure",8.4,12,1097
She-Ra and the Princesses of Power,TV-Y7,24,"Animation, Action, Adventure",8.6,10,1108
Hilda,TV-Y7,23,"Animation, Adventure, Comedy",7.8,10,307
13 Reasons Why,TV-MA,59,"Drama, Mystery, Thriller",5.7,10,1959
Black Lightning,TV-14,42,"Action, Drama, Sci-Fi",7.1,10,424
Black Lightning,TV-14,42,"Action, Drama, Sci-Fi",7.1,10,406
Russian Doll,TV-MA,29,"Comedy, Drama, Mystery",7.1,10,1001
Russian Doll,TV-MA,29,"Comedy, Drama, Mystery",7.1,10,907
Russian Doll,TV-MA,32,"Comedy, Drama, Mystery",7.2,10,849
Russian Doll,TV-MA,28,"Comedy, Drama, Mystery",7.4,10,842
Russian Doll,TV-MA,25,"Comedy, Drama, Mystery",7.7,10,869
Russian Doll,TV-MA,30,"Comedy, Drama, Mystery",7.5,10,1027
Johnny Test,TV-Y7,23,"Animation, Action, Adventure",6.5,10,30
Dare Me,TV-MA,42,"Crime, Mystery, Thriller",7.2,10,197
Tiny Pretty Things,TV-MA,58,"Drama, Mystery, Thriller",6.8,12,256
Tiny Pretty Things,TV-MA,57,"Drama, Mystery, Thriller",6.8,12,203
Tiny Pretty Things,TV-MA,56,"Drama, Mystery, Thriller",6.7,10,188
Tiny Pretty Things,TV-MA,55,"Drama, Mystery, Thriller",6.9,10,178
Tiny Pretty Things,TV-MA,57,"Drama, Mystery, Thriller",6.6,10,166
Tiny Pretty Things,TV-MA,56,"Drama, Mystery, Thriller",6.8,10,166
Tiny Pretty Things,TV-MA,56,"Drama, Mystery, Thriller",6.7,10,151
Tiny Pretty Things,TV-MA,54,"Drama, Mystery, Thriller",6.9,10,152
Tiny Pretty Things,TV-MA,55,"Drama, Mystery, Thriller",7.0,10,152
Tiny Pretty Things,TV-MA,58,"Drama, Mystery, Thriller",6.9,10,158
Love Alarm,TV-MA,55,"Comedy, Drama, Romance",7.2,10,127
The 100,TV-14,42,"Drama, Mystery, Sci-Fi",8.4,10,2286
The 100,TV-14,42,"Drama, Mystery, Sci-Fi",7.5,10,1904
The 100,TV-14,41,"Drama, Mystery, Sci-Fi",7.5,10,1905
The 100,TV-14,41,"Drama, Mystery, Sci-Fi",9.0,10,3610
The 100,TV-14,41,"Drama, Mystery, Sci-Fi",7.7,10,1855
The 100,TV-14,42,"Drama, Mystery, Sci-Fi",8.1,10,1878
The 100,TV-14,42,"Drama, Mystery, Sci-Fi",7.6,10,1954
The 100,TV-14,42,"Drama, Mystery, Sci-Fi",7.6,10,1772
The 100,TV-14,41,"Drama, Mystery, Sci-Fi",4.8,10,4740
The 100,TV-14,42,"Drama, Mystery, Sci-Fi",6.1,10,2527
The 100,TV-14,42,"Drama, Mystery, Sci-Fi",6.4,10,2206
The 100,TV-14,43,"Drama, Mystery, Sci-Fi",6.7,10,3838
Behind Her Eyes,TV-MA,50,"Drama, Mystery, Thriller",6.9,10,1359
Lucifer,TV-14,56,"Crime, Drama, Fantasy",8.4,10,3980
Julie and the Phantoms,TV-G,38,"Adventure, Comedy, Drama",8.1,10,541
Julie and the Phantoms,TV-G,32,"Adventure, Comedy, Drama",8.6,10,500
Julie and the Phantoms,TV-G,28,"Adventure, Comedy, Drama",8.5,10,476
Julie and the Phantoms,TV-G,31,"Adventure, Comedy, Drama",8.2,10,467
Julie and the Phantoms,TV-G,30,"Adventure, Comedy, Drama",8.0,10,462
Julie and the Phantoms,TV-G,29,"Adventure, Comedy, Drama",8.6,10,474
Julie and the Phantoms,TV-G,27,"Adventure, Comedy, Drama",8.8,10,506
Julie and the Phantoms,TV-G,24,"Adventure, Comedy, Drama",9.2,10,595
Julie and the Phantoms,TV-G,35,"Adventure, Comedy, Drama",9.1,10,546
13 Reasons Why,TV-MA,58,"Drama, Mystery, Thriller",5.7,10,1743
The Umbrella Academy,TV-14,48,"Action, Adventure, Comedy",8.2,10,3869
BattleBots,TV-PG,83,"Action, Game-Show, Reality-TV",8.0,10,15
BattleBots,TV-PG,83,"Action, Game-Show, Reality-TV",8.6,10,16
Freud,TV-MA,57,"Crime, Thriller",6.8,10,546
Freud,TV-MA,55,"Crime, Thriller",7.3,10,422
Freud,TV-MA,56,"Crime, Thriller",7.0,10,367
Freud,TV-MA,51,"Crime, Thriller",6.9,10,342
Freud,TV-MA,55,"Crime, Thriller",6.8,10,329
Freud,TV-MA,49,"Crime, Thriller",6.9,10,298
Freud,TV-MA,44,"Crime, Thriller",7.1,10,311
Freud,TV-MA,53,"Crime, Thriller",7.1,10,320
Grand Army,TV-MA,49,Drama,7.2,10,128
Grand Army,TV-MA,49,Drama,7.2,10,130
Grand Army,TV-MA,71,Drama,8.1,10,170
Valeria,TV-MA,47,"Adventure, Comedy, Drama",7.3,10,114
Valeria,TV-MA,41,"Adventure, Comedy, Drama",7.4,10,93
Valeria,TV-MA,43,"Adventure, Comedy, Drama",7.6,10,92
The Politician,TV-MA,50,"Comedy, Drama",7.9,10,578
Behind Her Eyes,TV-MA,49,"Drama, Mystery, Thriller",7.1,10,1180
Behind Her Eyes,TV-MA,50,"Drama, Mystery, Thriller",7.1,10,1117
Behind Her Eyes,TV-MA,53,"Drama, Mystery, Thriller",7.4,10,1097
Behind Her Eyes,TV-MA,46,"Drama, Mystery, Thriller",7.5,10,1116
Behind Her Eyes,TV-MA,50,"Drama, Mystery, Thriller",8.0,10,1666
Anne with an E,TV-PG,44,"Drama, Family",8.8,10,1627
Anne with an E,TV-PG,44,"Drama, Family",8.9,10,1655
Dare Me,TV-MA,45,"Crime, Mystery, Thriller",7.2,10,245
Dare Me,TV-MA,42,"Crime, Mystery, Thriller",7.0,10,215
BattleBots,TV-PG,83,"Action, Game-Show, Reality-TV",8.5,10,16
Dare Me,TV-MA,41,"Crime, Mystery, Thriller",7.9,10,228
Dare Me,TV-MA,43,"Crime, Mystery, Thriller",7.3,10,182
Dare Me,TV-MA,42,"Crime, Mystery, Thriller",7.6,10,198
Dare Me,TV-MA,42,"Crime, Mystery, Thriller",7.1,10,181
Dare Me,TV-MA,43,"Crime, Mystery, Thriller",7.4,10,167
Dare Me,TV-MA,42,"Crime, Mystery, Thriller",7.3,10,183
The Chestnut Man,TV-MA,57,"Crime, Drama, Mystery",7.4,10,1183
Love Alarm,TV-MA,50,"Comedy, Drama, Romance",7.8,10,103
Love Alarm,TV-MA,49,"Comedy, Drama, Romance",8.3,10,98
Love Alarm,TV-MA,48,"Comedy, Drama, Romance",8.2,10,85
Love Alarm,TV-MA,51,"Comedy, Drama, Romance",7.9,10,80
Love Alarm,TV-MA,49,"Comedy, Drama, Romance",7.7,10,83
Love Alarm,TV-MA,47,"Comedy, Drama, Romance",7.7,10,80
Love Alarm,TV-MA,41,"Comedy, Drama, Romance",7.0,10,90
Hero Mask,TV-14,24,"Animation, Action, Crime",6.6,10,15
Hero Mask,TV-14,24,"Animation, Action, Crime",6.1,10,16
Hero Mask,TV-14,24,"Animation, Action, Crime",6.5,10,12
Hero Mask,TV-14,24,"Animation, Action, Crime",6.6,10,12
Hero Mask,TV-14,24,"Animation, Action, Crime",6.6,10,11
Hero Mask,TV-14,24,"Animation, Action, Crime",6.5,10,11
Hero Mask,TV-14,24,"Animation, Action, Crime",6.7,10,11
Hero Mask,TV-14,24,"Animation, Action, Crime",6.5,10,11
Hero Mask,TV-14,24,"Animation, Action, Crime",6.7,10,10
Big Mouth,TV-MA,27,"Animation, Comedy, Romance",7.6,10,857
Big Mouth,TV-MA,27,"Animation, Comedy, Romance",7.8,10,613
Marianne,TV-MA,52,"Drama, Horror, Mystery",7.7,10,822
Titans,TV-MA,50,"Action, Adventure, Crime",5.6,10,3492
Riverdale,TV-14,42,"Crime, Drama, Mystery",6.7,10,1010
Riverdale,TV-14,42,"Crime, Drama, Mystery",7.5,10,964
BattleBots,TV-PG,83,"Action, Game-Show, Reality-TV",8.4,10,16
Ginny & Georgia,TV-MA,51,"Comedy, Drama",7.4,10,641
Unsolved Mysteries,TV-MA,36,"Documentary, Crime, Mystery",7.0,12,604
Unsolved Mysteries,TV-MA,53,"Documentary, Crime, Mystery",7.8,10,1522
Unsolved Mysteries,TV-MA,52,"Documentary, Crime, Mystery",7.1,10,1256
Unsolved Mysteries,TV-MA,45,"Documentary, Crime, Mystery",8.1,10,1318
Unsolved Mysteries,TV-MA,47,"Documentary, Crime, Mystery",6.8,10,749
The Irregulars,TV-14,58,"Crime, Drama, Fantasy",6.3,10,778
The Irregulars,TV-14,49,"Crime, Drama, Fantasy",6.8,10,572
The House of Flowers,TV-MA,36,"Comedy, Drama",6.5,10,130
The House of Flowers,TV-MA,33,"Comedy, Drama",7.8,10,144
Jack Whitehall: Travels with My Father,TV-MA,50,"Documentary, Comedy",7.3,10,154
Ginny & Georgia,TV-MA,50,"Comedy, Drama",7.6,10,719
Jupiter's Legacy,TV-MA,48,"Action, Adventure, Drama",7.0,10,1190
Jupiter's Legacy,TV-MA,44,"Action, Adventure, Drama",7.2,10,1170
Jupiter's Legacy,TV-MA,36,"Action, Adventure, Drama",7.2,10,1238
Jupiter's Legacy,TV-MA,56,"Action, Adventure, Drama",7.7,10,1264
Grace and Frankie,TV-MA,28,Comedy,7.6,10,344
Grace and Frankie,TV-MA,32,Comedy,8.9,10,458
Ginny & Georgia,TV-MA,58,"Comedy, Drama",7.5,10,873
Super Monsters,TV-Y,24,"Animation, Adventure, Comedy",5.9,3,52
Jack Whitehall: Travels with My Father,TV-MA,60,"Documentary, Comedy",7.7,8,139
The Irregulars,TV-14,52,"Crime, Drama, Fantasy",7.0,10,519
The Irregulars,TV-14,51,"Crime, Drama, Fantasy",7.0,10,472
The Irregulars,TV-14,56,"Crime, Drama, Fantasy",7.0,10,440
The Irregulars,TV-14,53,"Crime, Drama, Fantasy",6.8,10,409
The Irregulars,TV-14,49,"Crime, Drama, Fantasy",7.0,10,408
The Irregulars,TV-14,55,"Crime, Drama, Fantasy",7.0,10,431
The Serpent,TV-MA,59,"Crime, Drama, Thriller",7.2,10,1127
Riverdale,TV-14,41,"Crime, Drama, Mystery",7.2,10,885
The Big Show Show,TV-G,27,Comedy,6.5,10,170
The Big Show Show,TV-G,25,Comedy,6.9,10,133
The Big Show Show,TV-G,27,Comedy,6.8,10,123
The Big Show Show,TV-G,26,Comedy,6.9,10,118
The Big Show Show,TV-G,26,Comedy,7.1,10,115
The Big Show Show,TV-G,25,Comedy,7.3,10,116
The Big Show Show,TV-G,26,Comedy,7.6,10,104
The Big Show Show,TV-G,28,Comedy,7.5,10,109
Dead to Me,TV-MA,32,"Comedy, Crime, Drama",7.6,10,1181
Dead to Me,TV-MA,30,"Comedy, Crime, Drama",7.6,10,1149
Dead to Me,TV-MA,31,"Comedy, Crime, Drama",7.7,10,1147
Dead to Me,TV-MA,34,"Comedy, Crime, Drama",7.8,10,1100
Dead to Me,TV-MA,32,"Comedy, Crime, Drama",8.1,10,1149
Dead to Me,TV-MA,34,"Comedy, Crime, Drama",7.9,10,1094
Dead to Me,TV-MA,34,"Comedy, Crime, Drama",7.9,10,1076
Dead to Me,TV-MA,32,"Comedy, Crime, Drama",8.7,10,1267
Dead to Me,TV-MA,34,"Comedy, Crime, Drama",8.6,10,1322
"The Mind, Explained",TV-14,19,Documentary,7.6,7,385
"The Mind, Explained",TV-14,21,Documentary,7.7,7,363
BattleBots,TV-PG,83,"Action, Game-Show, Reality-TV",8.8,10,18
Lucifer,TV-14,53,"Crime, Drama, Fantasy",9.2,10,4474
Fate: The Winx Saga,TV-MA,53,"Action, Adventure, Drama",7.0,10,1357
Fate: The Winx Saga,TV-MA,48,"Action, Adventure, Drama",7.2,10,1152
Fate: The Winx Saga,TV-MA,51,"Action, Adventure, Drama",7.4,10,1115
Fate: The Winx Saga,TV-MA,47,"Action, Adventure, Drama",7.4,10,1066
Fate: The Winx Saga,TV-MA,50,"Action, Adventure, Drama",7.5,10,1097
Fate: The Winx Saga,TV-MA,53,"Action, Adventure, Drama",7.9,10,1304
The Innocent,TV-MA,51,"Crime, Drama, Mystery",7.7,10,951
The Innocent,TV-MA,49,"Crime, Drama, Mystery",7.9,10,885
The Innocent,TV-MA,58,"Crime, Drama, Mystery",7.9,10,787
The Innocent,TV-MA,58,"Crime, Drama, Mystery",8.0,10,781
The Innocent,TV-MA,66,"Crime, Drama, Mystery",8.0,10,800
The Innocent,TV-MA,57,"Crime, Drama, Mystery",8.0,10,753
The Innocent,TV-MA,54,"Crime, Drama, Mystery",8.0,10,744
The Innocent,TV-MA,71,"Crime, Drama, Mystery",8.1,10,803
BattleBots,TV-PG,83,"Action, Game-Show, Reality-TV",8.4,10,20
BattleBots,TV-PG,83,"Action, Game-Show, Reality-TV",7.9,10,17
My Next Guest Needs No Introduction with David Letterman,TV-MA,61,Talk-Show,8.8,3,1329
The Politician,TV-MA,37,"Comedy, Drama",8.0,10,489
Hollywood,TV-MA,51,"Drama, History",7.9,10,1511
BoJack Horseman,TV-MA,26,"Animation, Comedy, Drama",8.5,10,3166
BoJack Horseman,TV-MA,26,"Animation, Comedy, Drama",8.0,10,2919
BoJack Horseman,TV-MA,26,"Animation, Comedy, Drama",9.0,10,3450
BoJack Horseman,TV-MA,26,"Animation, Comedy, Drama",8.0,10,2665
BoJack Horseman,TV-MA,26,"Animation, Comedy, Drama",8.1,10,2717
BoJack Horseman,TV-MA,27,"Animation, Comedy, Drama",9.3,10,4161
BoJack Horseman,TV-MA,26,"Animation, Comedy, Drama",8.5,10,2962
BoJack Horseman,TV-MA,26,"Animation, Comedy, Drama",8.3,10,2780
BoJack Horseman,TV-MA,26,"Animation, Comedy, Drama",8.6,10,2734
BoJack Horseman,TV-MA,26,"Animation, Comedy, Drama",8.9,10,3200
BoJack Horseman,TV-MA,26,"Animation, Comedy, Drama",8.6,10,2752
BoJack Horseman,TV-MA,26,"Animation, Comedy, Drama",8.9,10,3112
BoJack Horseman,TV-MA,26,"Animation, Comedy, Drama",9.2,10,3362
BoJack Horseman,TV-MA,26,"Animation, Comedy, Drama",9.9,10,16066
BoJack Horseman,TV-MA,27,"Animation, Comedy, Drama",9.5,10,6230
The Good Place,TV-PG,22,"Comedy, Drama, Fantasy",7.3,10,1871
The Good Place,TV-PG,22,"Comedy, Drama, Fantasy",8.2,10,1937
The Good Place,TV-PG,22,"Comedy, Drama, Fantasy",8.4,10,1983
Dynasty,TV-14,42,Drama,7.7,10,453
Black Lightning,TV-14,42,"Action, Drama, Sci-Fi",6.7,10,391
Hollywood,TV-MA,44,"Drama, History",7.7,10,1526
Hollywood,TV-MA,57,"Drama, History",7.9,10,1463
Hollywood,TV-MA,47,"Drama, History",7.9,10,1408
Hollywood,TV-MA,56,"Drama, History",8.0,10,1393
Hollywood,TV-MA,48,"Drama, History",8.2,10,1430
Good Girls,TV-14,41,"Comedy, Crime, Drama",7.1,10,452
Anne with an E,TV-PG,44,"Drama, Family",9.2,10,1995
Stranger Things,TV-14,78,"Drama, Fantasy, Horror",8.1,12,20825
Tiny House Nation,TV-PG,41,Reality-TV,7.3,5,25
Tiny House Nation,TV-PG,41,Reality-TV,7.4,3,24
Tiny House Nation,TV-PG,42,Reality-TV,7.1,3,22
Tiny House Nation,TV-PG,41,Reality-TV,6.5,3,25
Tiny House Nation,TV-PG,41,Reality-TV,8.0,7,26
Tiny House Nation,TV-PG,40,Reality-TV,7.1,3,22
Lucifer,TV-14,54,"Crime, Drama, Fantasy",8.4,10,3837
Riverdale,TV-14,42,"Crime, Drama, Mystery",7.0,10,855
Riverdale,TV-14,42,"Crime, Drama, Mystery",7.4,10,885
Black Lightning,TV-14,42,"Action, Drama, Sci-Fi",7.3,10,405
Dynasty,TV-14,42,Drama,7.7,10,419
Beastars,TV-MA,23,"Animation, Crime, Drama",7.6,10,511
Unnatural Selection,TV-MA,70,Documentary,7.6,12,127
Unnatural Selection,TV-MA,64,Documentary,7.2,12,94
Unnatural Selection,TV-MA,62,Documentary,7.3,12,87
Unnatural Selection,TV-MA,68,Documentary,7.5,12,87
Anne with an E,TV-PG,44,"Drama, Family",8.9,10,1718
The Worst Witch,TV-Y7,28,"Family, Fantasy",8.1,10,29
The Worst Witch,TV-Y7,25,"Family, Fantasy",8.2,10,30
The Sinner,TV-MA,43,"Crime, Drama, Mystery",6.7,10,1687
Ginny & Georgia,TV-MA,50,"Comedy, Drama",7.5,10,675
Lucifer,TV-14,55,"Crime, Drama, Fantasy",6.4,10,5073
The Drew Barrymore Show,TV-PG,44,Talk-Show,6.0,8,19
The Sinner,TV-MA,45,"Crime, Drama, Mystery",7.1,10,1720
Dynasty,TV-PG,42,Drama,7.1,10,521
Unsolved Mysteries,TV-MA,47,"Documentary, Crime, Mystery",5.1,10,679
Anne with an E,TV-PG,44,"Drama, Family",9.1,10,1776
The Last Kingdom,TV-14,51,"Action, Drama, History",9.3,10,2846
Good Girls,TV-14,42,"Comedy, Crime, Drama",7.9,10,469
Lucifer,TV-14,55,"Crime, Drama, Fantasy",8.7,10,3831
Dynasty,TV-14,42,Drama,7.6,10,429
The House of Flowers,TV-MA,32,"Comedy, Drama",6.5,10,161
The House of Flowers,TV-MA,31,"Comedy, Drama",6.7,12,149
The House of Flowers,TV-MA,31,"Comedy, Drama",6.4,10,147
The House of Flowers,TV-MA,29,"Comedy, Drama",6.5,10,137
The House of Flowers,TV-MA,29,"Comedy, Drama",6.4,10,130
The House of Flowers,TV-MA,33,"Comedy, Drama",6.8,10,128
Barbarians,TV-MA,49,"Action, Adventure, Drama",8.0,10,1082
Barbarians,TV-MA,46,"Action, Adventure, Drama",7.3,10,843
Top Gear,TV-PG,51,"Adventure, Comedy, Reality-TV",8.2,14,245
Snowpiercer,TV-MA,47,"Action, Drama, Sci-Fi",7.7,10,1444
The Haunting of Bly Manor,TV-MA,56,"Drama, Horror, Mystery",7.4,10,3890
Mortel,TV-MA,49,"Crime, Drama, Fantasy",7.0,10,73
She-Ra and the Princesses of Power,TV-Y7,24,"Animation, Action, Adventure",8.0,14,1017
She-Ra and the Princesses of Power,TV-Y7,24,"Animation, Action, Adventure",7.9,12,996
She-Ra and the Princesses of Power,TV-Y7,24,"Animation, Action, Adventure",7.7,10,988
The Sinner,TV-MA,44,"Crime, Drama, Mystery",7.0,10,1703
Snowpiercer,TV-MA,46,"Action, Drama, Sci-Fi",8.2,10,1472
Snowpiercer,TV-MA,47,"Action, Drama, Sci-Fi",7.2,10,988
Snowpiercer,TV-MA,48,"Action, Drama, Sci-Fi",7.7,10,1108
